path,filename,split_v2,cluster_k98,version,n_chromatic,achromatic_set,mean_chroma,mean_saturation,colorfulness
train/train/nature_19880.jpg,nature_19880.jpg,train,0,blue|brown|orange,3,,16.71,0.3901,46.51
train/train/nature_19882.jpg,nature_19882.jpg,val,0,blue|brown|orange,3,,19.55,0.4026,50.46
train/train/nature_19883.jpg,nature_19883.jpg,val,0,blue|brown|orange,3,,19.81,0.4201,51.75
val/val/nature_19884.jpg,nature_19884.jpg,val,0,blue|brown|orange,3,,19.43,0.3966,51.04
train/train/nature_19887.jpg,nature_19887.jpg,test,0,blue|brown|orange,3,,19.18,0.3999,50.88
train/train/nature_20790.jpg,nature_20790.jpg,train,0,blue|brown|orange,3,,18.43,0.3393,55.23
train/train/photography_102451.jpg,photography_102451.jpg,test,0,blue|brown|orange,3,,33.91,0.5153,80.08
train/train/photography_102471.jpg,photography_102471.jpg,train,0,blue|brown|orange,3,,25.07,0.4774,60.42
train/train/photography_103009.jpg,photography_103009.jpg,test,0,blue|brown|orange,3,,30.14,0.4655,74.3
train/train/photography_103010.jpg,photography_103010.jpg,train,0,blue|brown|orange,3,,25.46,0.5078,55.79
train/train/photography_103012.jpg,photography_103012.jpg,train,0,blue|brown|orange,3,,25.24,0.5128,56.07
train/train/photography_103013.jpg,photography_103013.jpg,train,0,blue|brown|orange,3,,30.29,0.4999,70.77
train/train/photography_103668.jpg,photography_103668.jpg,train,0,blue|brown|orange,3,,22.57,0.3952,67.39
train/train/photography_105106.jpg,photography_105106.jpg,train,0,blue|brown|orange,3,,19.8,0.3399,48.95
train/train/photography_105107.jpg,photography_105107.jpg,test,0,blue|brown|orange,3,,14.94,0.294,38.15
train/train/photography_105142.jpg,photography_105142.jpg,train,0,blue|brown|orange,3,,21.88,0.3571,55.49
train/train/photography_105159.jpg,photography_105159.jpg,val,0,blue|brown|orange,3,,31.64,0.5046,79.96
train/train/photography_106046.jpg,photography_106046.jpg,train,0,blue|brown|orange,3,,17.17,0.3678,45.41
train/train/photography_106972.jpg,photography_106972.jpg,val,0,blue|brown|orange,3,,30.49,0.4503,74.67
train/train/photography_108124.jpg,photography_108124.jpg,val,0,blue|brown|orange,3,,32.12,0.5043,70.25
val/val/photography_108276.jpg,photography_108276.jpg,train,0,blue|brown|orange,3,,24.93,0.3925,64.4
train/train/photography_110121.jpg,photography_110121.jpg,train,0,blue|brown|orange,3,,40.36,0.6304,95.86
train/train/photography_110122.jpg,photography_110122.jpg,train,0,blue|brown|orange,3,,38.55,0.6219,87.84
val/val/photography_110124.jpg,photography_110124.jpg,train,0,blue|brown|orange,3,,30.52,0.4535,76.11
train/train/photography_110125.jpg,photography_110125.jpg,train,0,blue|brown|orange,3,,33.77,0.4761,83.17
train/train/photography_31763.jpg,photography_31763.jpg,train,0,blue|brown|orange,3,,17.35,0.3521,49.0
train/train/photography_91148.jpg,photography_91148.jpg,train,0,blue|brown|orange,3,,37.26,0.5098,85.27
val/val/photography_91151.jpg,photography_91151.jpg,train,0,blue|brown|orange,3,,27.75,0.4648,65.6
train/train/photography_103792.jpg,photography_103792.jpg,val,0,blue|brown|red,3,,14.25,0.3362,45.63
train/train/photography_109922.jpg,photography_109922.jpg,train,0,blue|brown|red,3,,10.69,0.3865,35.06
test/photography_109938.jpg,photography_109938.jpg,test,0,blue|brown|red,3,,11.1,0.3193,30.56
test/photography_102745.jpg,photography_102745.jpg,train,0,blue|brown|white,2,white,16.64,0.3545,46.62
val/val/photography_103008.jpg,photography_103008.jpg,train,0,blue|brown|white,2,white,19.66,0.384,41.95
train/train/photography_47820.jpg,photography_47820.jpg,train,0,blue|brown|white,2,white,17.55,0.3327,45.12
train/train/industrial_21167.jpg,industrial_21167.jpg,val,0,blue|brown|yellow,3,,25.91,0.4974,51.21
train/train/industrial_21170.jpg,industrial_21170.jpg,train,0,blue|brown|yellow,3,,28.42,0.5326,61.68
train/train/industrial_21588.jpg,industrial_21588.jpg,train,0,blue|brown|yellow,3,,12.2,0.29,35.14
test/nature_19036.jpg,nature_19036.jpg,train,0,blue|brown|yellow,3,,18.89,0.411,43.85
train/train/photography_101542.jpg,photography_101542.jpg,train,0,blue|brown|yellow,3,,25.52,0.4754,52.4
train/train/photography_101579.jpg,photography_101579.jpg,val,0,blue|brown|yellow,3,,16.81,0.3966,40.96
train/train/photography_101591.jpg,photography_101591.jpg,train,0,blue|brown|yellow,3,,11.74,0.4263,34.3
train/train/photography_102453.jpg,photography_102453.jpg,val,0,blue|brown|yellow,3,,19.04,0.4842,45.81
val/val/photography_102538.jpg,photography_102538.jpg,train,0,blue|brown|yellow,3,,26.51,0.4415,71.8
train/train/photography_102702.jpg,photography_102702.jpg,train,0,blue|brown|yellow,3,,19.73,0.5343,49.6
val/val/photography_102733.jpg,photography_102733.jpg,val,0,blue|brown|yellow,3,,16.37,0.4565,39.83
train/train/photography_102742.jpg,photography_102742.jpg,train,0,blue|brown|yellow,3,,26.85,0.5052,62.16
train/train/photography_102743.jpg,photography_102743.jpg,train,0,blue|brown|yellow,3,,25.69,0.5056,57.63
val/val/photography_102796.jpg,photography_102796.jpg,val,0,blue|brown|yellow,3,,25.91,0.4974,51.21
train/train/photography_102799.jpg,photography_102799.jpg,train,0,blue|brown|yellow,3,,28.42,0.5326,61.68
train/train/photography_105692.jpg,photography_105692.jpg,train,0,blue|brown|yellow,3,,17.05,0.3924,40.33
val/val/photography_107737.jpg,photography_107737.jpg,val,0,blue|brown|yellow,3,,20.92,0.4417,61.02
train/train/photography_107738.jpg,photography_107738.jpg,train,0,blue|brown|yellow,3,,15.26,0.4434,36.9
train/train/industrial_111742.jpg,industrial_111742.jpg,test,0,blue|cyan,2,,32.93,0.5568,92.33
train/train/photography_15980.jpg,photography_15980.jpg,train,0,blue|cyan|gray,2,gray,10.83,0.2422,41.79
val/val/industrial_111745.jpg,industrial_111745.jpg,test,0,blue|cyan|yellow,3,,30.12,0.5214,85.97
train/train/nature_40139.jpg,nature_40139.jpg,train,0,blue|gray,1,gray,12.92,0.2178,41.43
train/train/photography_108188.jpg,photography_108188.jpg,train,0,blue|gray,1,gray,17.67,0.2374,71.97
train/train/photography_109919.jpg,photography_109919.jpg,train,0,blue|gray,1,gray,12.74,0.2837,31.45
train/train/photography_27367.jpg,photography_27367.jpg,train,0,blue|gray,1,gray,12.16,0.4473,39.54
train/train/photography_39575.jpg,photography_39575.jpg,val,0,blue|gray,1,gray,18.4,0.3122,50.32
train/train/industrial_21139.jpg,industrial_21139.jpg,train,0,blue|gray|green,2,gray,20.12,0.3415,46.34
train/train/industrial_31222.jpg,industrial_31222.jpg,train,0,blue|gray|green,2,gray,16.35,0.2697,44.31
train/train/nature_19754.jpg,nature_19754.jpg,train,0,blue|gray|green,2,gray,17.41,0.2712,43.3
train/train/nature_19755.jpg,nature_19755.jpg,train,0,blue|gray|green,2,gray,17.86,0.2892,43.05
train/train/nature_77022.jpg,nature_77022.jpg,train,0,blue|gray|green,2,gray,22.93,0.4091,39.0
train/train/photography_102447.jpg,photography_102447.jpg,train,0,blue|gray|green,2,gray,20.12,0.3415,46.34
train/train/photography_27998.jpg,photography_27998.jpg,train,0,blue|gray|green,2,gray,21.73,0.2885,46.75
test/photography_30555.jpg,photography_30555.jpg,train,0,blue|gray|green,2,gray,20.72,0.2947,50.23
train/train/photography_32752.jpg,photography_32752.jpg,val,0,blue|gray|green,2,gray,17.04,0.3002,38.57
val/val/photography_47872.jpg,photography_47872.jpg,train,0,blue|gray|green,2,gray,22.26,0.3339,55.81
train/train/photography_70.jpg,photography_70.jpg,train,0,blue|gray|green,2,gray,21.35,0.3623,55.11
train/train/photography_88023.jpg,photography_88023.jpg,val,0,blue|gray|green,2,gray,23.03,0.3818,44.1
train/train/photography_104019.jpg,photography_104019.jpg,train,0,blue|gray|orange,2,gray,15.06,0.2502,41.27
train/train/photography_104890.jpg,photography_104890.jpg,val,0,blue|gray|orange,2,gray,18.89,0.3266,54.04
train/train/photography_105102.jpg,photography_105102.jpg,train,0,blue|gray|orange,2,gray,19.78,0.3409,55.96
train/train/photography_106003.jpg,photography_106003.jpg,train,0,blue|gray|orange,2,gray,19.72,0.3163,50.16
val/val/photography_66422.jpg,photography_66422.jpg,train,0,blue|gray|orange,2,gray,13.5,0.2388,36.77
train/train/nature_28609.jpg,nature_28609.jpg,train,0,blue|gray|red,2,gray,21.48,0.3863,52.29
train/train/photography_101703.jpg,photography_101703.jpg,val,0,blue|gray|red,2,gray,12.54,0.2346,38.47
train/train/photography_103313.jpg,photography_103313.jpg,train,0,blue|gray|red,2,gray,13.68,0.2403,32.71
train/train/photography_108832.jpg,photography_108832.jpg,train,0,blue|gray|red,2,gray,14.73,0.28,49.59
train/train/photography_110047.jpg,photography_110047.jpg,val,0,blue|gray|red,2,gray,13.87,0.2394,36.63
train/train/photography_110049.jpg,photography_110049.jpg,train,0,blue|gray|red,2,gray,10.51,0.1911,32.13
val/val/photography_31381.jpg,photography_31381.jpg,test,0,blue|gray|white,1,gray|white,14.79,0.2567,42.54
train/train/industrial_5614.jpg,industrial_5614.jpg,train,0,blue|gray|yellow,2,gray,20.32,0.3296,52.65
train/train/industrial_5624.jpg,industrial_5624.jpg,val,0,blue|gray|yellow,2,gray,15.45,0.2434,41.71
train/train/photography_27580.jpg,photography_27580.jpg,train,0,blue|gray|yellow,2,gray,20.0,0.3436,48.57
train/train/photography_96061.jpg,photography_96061.jpg,train,0,blue|gray|yellow,2,gray,18.89,0.2915,41.09
train/train/industrial_21081.jpg,industrial_21081.jpg,train,0,blue|green,2,,30.27,0.4355,63.38
train/train/industrial_21101.jpg,industrial_21101.jpg,train,0,blue|green,2,,27.89,0.4124,57.89
train/train/industrial_21186.jpg,industrial_21186.jpg,train,0,blue|green,2,,21.08,0.486,48.81
train/train/industrial_21187.jpg,industrial_21187.jpg,train,0,blue|green,2,,21.24,0.5031,48.56
train/train/industrial_21188.jpg,industrial_21188.jpg,train,0,blue|green,2,,21.96,0.5065,48.64
train/train/nature_18602.jpg,nature_18602.jpg,test,0,blue|green,2,,18.58,0.4393,45.19
train/train/nature_18603.jpg,nature_18603.jpg,train,0,blue|green,2,,26.64,0.519,59.52
train/train/nature_20521.jpg,nature_20521.jpg,train,0,blue|green,2,,25.95,0.4811,58.61
train/train/photography_100300.jpg,photography_100300.jpg,train,0,blue|green,2,,12.14,0.3708,32.83
train/train/photography_100752.jpg,photography_100752.jpg,train,0,blue|green,2,,22.19,0.4095,49.46
val/val/photography_100830.jpg,photography_100830.jpg,train,0,blue|green,2,,30.27,0.4355,63.38
test/photography_101566.jpg,photography_101566.jpg,train,0,blue|green,2,,27.89,0.4124,57.89
train/train/photography_101590.jpg,photography_101590.jpg,val,0,blue|green,2,,26.61,0.396,64.77
test/photography_101615.jpg,photography_101615.jpg,train,0,blue|green,2,,33.35,0.5419,54.45
train/train/photography_101616.jpg,photography_101616.jpg,train,0,blue|green,2,,22.97,0.4578,39.14
train/train/photography_101683.jpg,photography_101683.jpg,train,0,blue|green,2,,23.93,0.4205,34.45
train/train/photography_102470.jpg,photography_102470.jpg,train,0,blue|green,2,,28.17,0.3958,44.25
test/photography_102496.jpg,photography_102496.jpg,test,0,blue|green,2,,23.09,0.3679,36.79
train/train/photography_102562.jpg,photography_102562.jpg,train,0,blue|green,2,,31.81,0.5278,53.35
train/train/photography_102565.jpg,photography_102565.jpg,train,0,blue|green,2,,28.29,0.5273,48.71
train/train/photography_102679.jpg,photography_102679.jpg,train,0,blue|green,2,,20.28,0.3983,47.1
train/train/photography_102695.jpg,photography_102695.jpg,val,0,blue|green,2,,26.5,0.499,45.93
val/val/photography_102714.jpg,photography_102714.jpg,train,0,blue|green,2,,23.87,0.3971,34.24
train/train/photography_102786.jpg,photography_102786.jpg,train,0,blue|green,2,,17.94,0.3132,35.85
train/train/photography_102863.jpg,photography_102863.jpg,train,0,blue|green,2,,22.79,0.4541,44.4
train/train/photography_103138.jpg,photography_103138.jpg,train,0,blue|green,2,,23.36,0.4983,45.39
test/photography_103139.jpg,photography_103139.jpg,train,0,blue|green,2,,28.3,0.5023,47.75
train/train/photography_103140.jpg,photography_103140.jpg,train,0,blue|green,2,,20.18,0.5076,41.24
train/train/photography_103141.jpg,photography_103141.jpg,train,0,blue|green,2,,21.08,0.486,48.81
train/train/photography_103142.jpg,photography_103142.jpg,train,0,blue|green,2,,21.24,0.5031,48.56
val/val/photography_103143.jpg,photography_103143.jpg,train,0,blue|green,2,,21.96,0.5065,48.64
train/train/photography_103144.jpg,photography_103144.jpg,test,0,blue|green,2,,18.58,0.4393,45.19
train/train/photography_103145.jpg,photography_103145.jpg,train,0,blue|green,2,,26.64,0.519,59.52
train/train/photography_103146.jpg,photography_103146.jpg,train,0,blue|green,2,,18.83,0.4877,43.62
train/train/photography_103147.jpg,photography_103147.jpg,train,0,blue|green,2,,15.49,0.4217,32.17
train/train/photography_109913.jpg,photography_109913.jpg,train,0,blue|green,2,,22.17,0.4313,47.93
train/train/photography_88013.jpg,photography_88013.jpg,train,0,blue|green,2,,30.51,0.4793,65.04
train/train/photography_102726.jpg,photography_102726.jpg,val,0,blue|green|orange,3,,22.1,0.3899,45.27
test/nature_20207.jpg,nature_20207.jpg,train,0,blue|green|white,2,white,16.17,0.3686,33.15
train/train/nature_20209.jpg,nature_20209.jpg,val,0,blue|green|white,2,white,24.7,0.3622,50.3
train/train/photography_86489.jpg,photography_86489.jpg,val,0,blue|green|white,2,white,19.64,0.4104,49.62
train/train/industrial_21102.jpg,industrial_21102.jpg,train,0,blue|green|yellow,3,,19.28,0.4403,51.29
train/train/industrial_21150.jpg,industrial_21150.jpg,test,0,blue|green|yellow,3,,16.44,0.4589,48.62
train/train/industrial_21151.jpg,industrial_21151.jpg,test,0,blue|green|yellow,3,,15.01,0.4632,46.17
test/industrial_21155.jpg,industrial_21155.jpg,train,0,blue|green|yellow,3,,18.86,0.4404,45.74
train/train/industrial_21160.jpg,industrial_21160.jpg,train,0,blue|green|yellow,3,,22.02,0.3452,47.36
train/train/industrial_21178.jpg,industrial_21178.jpg,train,0,blue|green|yellow,3,,13.18,0.3424,33.01
train/train/industrial_21205.jpg,industrial_21205.jpg,val,0,blue|green|yellow,3,,13.86,0.2678,41.81
train/train/industrial_21369.jpg,industrial_21369.jpg,train,0,blue|green|yellow,3,,16.23,0.3618,44.52
train/train/industrial_21497.jpg,industrial_21497.jpg,train,0,blue|green|yellow,3,,13.48,0.3022,36.28
test/industrial_21562.jpg,industrial_21562.jpg,val,0,blue|green|yellow,3,,16.56,0.349,41.37
train/train/industrial_21598.jpg,industrial_21598.jpg,train,0,blue|green|yellow,3,,19.47,0.3657,47.22
train/train/nature_19018.jpg,nature_19018.jpg,train,0,blue|green|yellow,3,,13.48,0.3022,36.28
train/train/nature_19986.jpg,nature_19986.jpg,train,0,blue|green|yellow,3,,21.32,0.4095,48.6
train/train/nature_19989.jpg,nature_19989.jpg,train,0,blue|green|yellow,3,,16.25,0.3576,41.62
val/val/nature_20127.jpg,nature_20127.jpg,train,0,blue|green|yellow,3,,23.19,0.4991,44.82
train/train/nature_20242.jpg,nature_20242.jpg,train,0,blue|green|yellow,3,,23.18,0.4252,41.2
test/photography_100773.jpg,photography_100773.jpg,train,0,blue|green|yellow,3,,18.09,0.4436,37.14
train/train/photography_101597.jpg,photography_101597.jpg,train,0,blue|green|yellow,3,,19.28,0.4403,51.29
train/train/photography_102680.jpg,photography_102680.jpg,test,0,blue|green|yellow,3,,16.03,0.4061,40.53
train/train/photography_102681.jpg,photography_102681.jpg,test,0,blue|green|yellow,3,,21.99,0.4147,60.83
train/train/photography_102725.jpg,photography_102725.jpg,train,0,blue|green|yellow,3,,20.99,0.4131,48.88
train/train/photography_102739.jpg,photography_102739.jpg,test,0,blue|green|yellow,3,,22.9,0.3666,48.76
train/train/photography_102747.jpg,photography_102747.jpg,test,0,blue|green|yellow,3,,16.44,0.4589,48.62
train/train/photography_102748.jpg,photography_102748.jpg,test,0,blue|green|yellow,3,,15.01,0.4632,46.17
val/val/photography_102752.jpg,photography_102752.jpg,train,0,blue|green|yellow,3,,18.86,0.4404,45.74
train/train/photography_102757.jpg,photography_102757.jpg,train,0,blue|green|yellow,3,,22.02,0.3452,47.36
train/train/photography_102977.jpg,photography_102977.jpg,train,0,blue|green|yellow,3,,15.49,0.3764,34.04
train/train/photography_103068.jpg,photography_103068.jpg,train,0,blue|green|yellow,3,,13.18,0.3424,33.01
train/train/photography_103916.jpg,photography_103916.jpg,val,0,blue|green|yellow,3,,13.86,0.2678,41.81
train/train/photography_103917.jpg,photography_103917.jpg,val,0,blue|green|yellow,3,,14.65,0.2693,43.87
val/val/photography_105624.jpg,photography_105624.jpg,train,0,blue|green|yellow,3,,16.23,0.3618,44.52
train/train/photography_110086.jpg,photography_110086.jpg,train,0,blue|green|yellow,3,,13.48,0.3022,36.28
val/val/photography_110118.jpg,photography_110118.jpg,test,0,blue|green|yellow,3,,18.7,0.3964,37.46
train/train/photography_88020.jpg,photography_88020.jpg,train,0,blue|green|yellow,3,,30.09,0.503,65.54
train/train/photography_91170.jpg,photography_91170.jpg,train,0,blue|orange,2,,28.56,0.3613,75.0
train/train/industrial_21132.jpg,industrial_21132.jpg,train,0,blue|orange|red,3,,21.95,0.3596,55.55
train/train/nature_18638.jpg,nature_18638.jpg,train,0,blue|orange|red,3,,30.9,0.3764,70.06
train/train/photography_101895.jpg,photography_101895.jpg,train,0,blue|orange|red,3,,21.95,0.3596,55.55
train/train/photography_103979.jpg,photography_103979.jpg,train,0,blue|orange|red,3,,30.9,0.3764,70.06
train/train/photography_91162.jpg,photography_91162.jpg,train,0,blue|orange|red,3,,24.82,0.3311,59.95
train/train/photography_91163.jpg,photography_91163.jpg,train,0,blue|orange|red,3,,24.32,0.3671,59.41
test/photography_91164.jpg,photography_91164.jpg,train,0,blue|orange|red,3,,31.33,0.4026,75.28
train/train/photography_91168.jpg,photography_91168.jpg,train,0,blue|orange|red,3,,32.98,0.4599,71.16
train/train/photography_109926.jpg,photography_109926.jpg,train,0,blue|orange|yellow,3,,16.69,0.3475,44.65
train/train/photography_30171.jpg,photography_30171.jpg,train,0,blue|orange|yellow,3,,49.66,0.694,139.46
train/train/photography_91149.jpg,photography_91149.jpg,val,0,blue|orange|yellow,3,,43.22,0.6113,100.49
train/train/photography_91155.jpg,photography_91155.jpg,train,0,blue|orange|yellow,3,,27.84,0.401,63.26
train/train/photography_110032.jpg,photography_110032.jpg,test,0,blue|purple|red,3,,15.03,0.3098,41.24
train/train/photography_108830.jpg,photography_108830.jpg,train,0,blue|red,2,,19.87,0.351,63.46
train/train/photography_108831.jpg,photography_108831.jpg,train,0,blue|red,2,,20.32,0.3507,63.65
train/train/photography_109925.jpg,photography_109925.jpg,train,0,blue|red,2,,13.11,0.4898,37.01
train/train/photography_105110.jpg,photography_105110.jpg,train,0,blue|white|yellow,2,white,19.75,0.3014,47.12
train/train/photography_105145.jpg,photography_105145.jpg,test,0,blue|white|yellow,2,white,23.77,0.415,49.09
train/train/ww1_13757.jpg,ww1_13757.jpg,train,0,blue|white|yellow,2,white,17.7,0.3191,56.64
train/train/photography_91150.jpg,photography_91150.jpg,train,0,blue|yellow,2,,31.97,0.4296,68.36
train/train/photography_103031.jpg,photography_103031.jpg,train,0,brown,1,,15.4,0.4767,34.88
val/val/photography_30586.jpg,photography_30586.jpg,train,0,brown|cyan,2,,13.15,0.3187,45.75
train/train/photography_105770.jpg,photography_105770.jpg,train,0,brown|gray,1,gray,16.02,0.3009,33.26
train/train/industrial_21354.jpg,industrial_21354.jpg,train,0,brown|gray|orange,2,gray,21.42,0.3982,50.66
train/train/photography_104053.jpg,photography_104053.jpg,test,0,brown|gray|orange,2,gray,16.71,0.3063,40.02
train/train/photography_104071.jpg,photography_104071.jpg,test,0,brown|gray|orange,2,gray,20.19,0.3533,49.08
train/train/photography_105103.jpg,photography_105103.jpg,train,0,brown|gray|orange,2,gray,14.8,0.309,40.36
train/train/photography_105104.jpg,photography_105104.jpg,val,0,brown|gray|orange,2,gray,15.83,0.3365,30.86
