cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
46,blue|gray|green,3,2,gray,5,4,1,0,15.704,3.55,0.336,0.0364,45.566
46,gray|pink|red,3,2,gray,5,4,1,0,14.544,3.389,0.3754,0.0853,32.58
46,brown|pink|red,3,3,,5,2,2,1,17.688,8.018,0.713,0.0539,35.832
47,blue|orange|white,3,2,white,5,5,0,0,18.056,1.79,0.3227,0.0351,55.608
47,brown|red|white,3,2,white,5,4,1,0,16.46,4.114,0.4087,0.0884,38.292
47,red|white,2,1,white,5,3,0,2,18.274,0.662,0.3559,0.0821,41.294
47,brown|white,2,1,white,5,1,0,4,17.4,0.861,0.4061,0.0352,46.646
48,gray|orange|red,3,2,gray,5,5,0,0,20.288,6.412,0.3401,0.1208,52.746
48,blue|brown|orange,3,3,,5,4,1,0,23.834,5.358,0.4391,0.1153,73.4
48,blue|white,2,1,white,5,3,2,0,18.4,3.303,0.2676,0.0789,43.188
48,black|gray|orange,3,1,black|gray,5,4,1,0,12.006,2.196,0.254,0.0291,45.476
49,blue|gray|green,3,2,gray,5,4,1,0,11.148,1.511,0.2677,0.0276,34.692
49,brown|green|orange,3,3,,5,5,0,0,25.984,1.767,0.5658,0.09,66.022
49,blue|brown|red,3,3,,5,2,3,0,10.962,4.894,0.5177,0.0228,41.734
50,gray|red|white,3,1,gray|white,5,4,0,1,12.568,1.511,0.2318,0.025,33.292
51,blue|cyan|white,3,2,white,5,5,0,0,21.368,4.482,0.3715,0.0778,63.952
51,gray|white,2,0,gray|white,5,4,1,0,17.656,2.473,0.2123,0.0178,58.246
51,orange,1,1,,5,3,2,0,29.732,5.806,0.4616,0.0835,60.58
51,black|brown|red,3,2,black,5,4,1,0,12.394,2.143,0.3234,0.0823,43.55
52,gray|red,2,1,gray,5,4,1,0,18.268,8.696,0.3554,0.0868,64.906
52,gray|orange|white,3,1,gray|white,5,4,1,0,12.33,1.74,0.2285,0.0321,39.416
53,orange|pink|red,3,3,,5,5,0,0,18.346,6.576,0.4023,0.0439,49.748
53,brown|orange|yellow,3,3,,5,1,2,2,16.292,1.392,0.3399,0.0336,37.462
53,blue|red|white,3,2,white,5,4,1,0,18.66,3.017,0.2862,0.0278,43.028
53,brown|gray|orange,3,2,gray,5,4,1,0,16.976,5.452,0.3067,0.0587,43.696
53,orange|red,2,2,,5,5,0,0,21.166,2.437,0.4472,0.083,51.284
53,blue|brown|yellow,3,3,,5,4,0,1,14.502,3.699,0.394,0.0434,39.868
53,blue|green,2,2,,5,3,1,1,21.504,2.311,0.3967,0.0702,53.774
54,gray,1,0,gray,5,4,0,1,14.236,0.567,0.2001,0.0069,54.226
54,brown|orange|white,3,2,white,5,4,1,0,20.472,2.188,0.3382,0.0361,64.852
54,black|brown|red,3,2,black,5,2,0,3,24.134,7.451,0.3967,0.0799,77.124
54,black|orange|red,3,2,black,5,4,1,0,28.294,4.626,0.5067,0.0904,100.224
54,orange|red,2,2,,5,4,0,1,35.246,7.247,0.5879,0.0172,94.566
54,gray|pink|red,3,2,gray,5,5,0,0,24.004,6.981,0.414,0.0807,86.692
54,pink|red|white,3,2,white,5,4,0,1,25.73,14.17,0.412,0.1621,75.938
54,blue|brown|gray,3,2,gray,5,3,1,1,21.03,1.406,0.3757,0.0579,70.196
55,brown|orange,2,2,,5,3,1,1,26.698,5.512,0.533,0.0644,59.372
56,orange|red|yellow,3,3,,5,3,2,0,24.608,2.769,0.3309,0.045,45.752
56,blue|orange|white,3,2,white,5,5,0,0,17.948,2.744,0.3224,0.0348,42.38
56,gray|red|white,3,1,gray|white,5,4,1,0,21.302,3.21,0.32,0.0366,62.99
57,brown|orange|red,3,3,,5,5,0,0,21.792,11.645,0.4686,0.0976,48.986
57,black|gray|orange,3,1,black|gray,5,5,0,0,13.544,4.386,0.2882,0.0711,50.312
57,black|brown|orange,3,2,black,5,4,1,0,15.744,1.862,0.3192,0.052,51.474
57,blue,1,1,,5,4,1,0,31.906,7.838,0.5129,0.1206,63.914
57,red,1,1,,5,5,0,0,55.372,7.137,0.735,0.0654,98.188
58,gray|green|yellow,3,2,gray,5,4,1,0,18.628,2.664,0.3238,0.0277,40.636
58,blue|green,2,2,,5,4,1,0,18.786,1.603,0.3762,0.0587,41.196
59,cyan|gray|orange,3,2,gray,5,3,0,2,17.686,4.451,0.2895,0.051,56.202
59,gray|green|yellow,3,2,gray,5,5,0,0,24.936,1.445,0.3397,0.0408,60.844
59,blue|gray,2,1,gray,5,4,1,0,18.678,5.605,0.3153,0.1203,59.46
59,blue|gray|red,3,2,gray,5,4,1,0,26.856,3.699,0.4401,0.1091,71.14
59,orange|red,2,2,,5,4,1,0,36.564,9.769,0.4572,0.1196,78.73
59,orange,1,1,,5,5,0,0,32.902,6.269,0.4424,0.0973,62.742
59,cyan|yellow,2,2,,5,5,0,0,29.62,4.95,0.568,0.0733,104.314
59,brown|orange|yellow,3,3,,5,2,2,1,32.792,4.775,0.5354,0.0923,77.534
59,blue|brown|white,3,2,white,5,4,1,0,17.912,3.531,0.3694,0.05,91.434
60,blue|gray|yellow,3,2,gray,5,5,0,0,19.584,1.82,0.4078,0.0299,63.924
60,blue|brown,2,2,,5,2,2,1,19.628,5.387,0.45,0.0801,59.156
60,gray|green|white,3,1,gray|white,5,5,0,0,11.128,0.835,0.2693,0.0288,38.618
61,brown|green|orange,3,3,,5,3,1,1,22.004,3.981,0.5676,0.0608,53.89
62,brown|red|white,3,2,white,5,4,1,0,19.816,5.21,0.3925,0.0665,58.844
62,cyan|gray|orange,3,2,gray,5,3,1,1,19.292,2.99,0.3486,0.0212,67.796
62,orange|white,2,1,white,5,4,0,1,17.288,1.801,0.2436,0.0292,61.828
62,gray|orange,2,1,gray,5,5,0,0,14.602,2.046,0.2401,0.0296,53.61
62,orange|red|yellow,3,3,,5,3,2,0,36.308,4.77,0.4618,0.0442,73.448
62,brown|orange|white,3,2,white,5,4,1,0,22.196,2.975,0.3618,0.0234,56.958
62,brown|cyan|orange,3,3,,5,4,1,0,19.806,1.713,0.4087,0.0301,61.564
62,cyan|gray|white,3,1,gray|white,5,2,3,0,13.612,1.57,0.2205,0.01,56.442
63,red|white,2,1,white,5,4,1,0,26.87,11.264,0.3583,0.1385,92.366
63,gray|orange,2,1,gray,5,4,1,0,27.692,8.303,0.3807,0.1103,67.728
63,blue|white,2,1,white,5,4,1,0,28.416,10.761,0.3989,0.1281,69.984
63,gray|red|yellow,3,2,gray,5,2,1,2,38.878,6.341,0.4354,0.0549,103.894
64,brown|purple|red,3,3,,5,5,0,0,13.368,2.12,0.421,0.0511,35.728
64,brown|pink|red,3,3,,5,5,0,0,11.482,1.498,0.3619,0.0573,29.546
64,blue|brown|orange,3,3,,5,4,1,0,20.42,2.614,0.4106,0.077,58.318
64,gray|orange|red,3,2,gray,5,1,4,0,18.14,5.226,0.3318,0.0673,47.836
65,green|red|white,3,2,white,5,3,1,1,27.88,3.007,0.4231,0.0574,82.476
65,gray|red|yellow,3,2,gray,5,3,1,1,36.808,13.991,0.4856,0.141,104.184
65,blue|orange,2,2,,5,4,0,1,26.442,9.578,0.4399,0.1133,66.018
66,brown|orange|red,3,3,,5,5,0,0,32.662,9.068,0.5205,0.0964,72.566
66,pink|red|white,3,2,white,5,4,0,1,36.034,12.549,0.4504,0.1335,103.138
66,blue|white|yellow,3,2,white,5,4,1,0,32.342,11.254,0.382,0.0831,84.082
66,cyan|white|yellow,3,2,white,5,3,2,0,25.024,3.194,0.3136,0.0146,69.998
66,orange|red|yellow,3,3,,5,1,1,3,41.354,6.982,0.4549,0.0529,87.87
66,blue|orange|white,3,2,white,5,1,3,1,28.566,7.092,0.3702,0.0989,78.236
67,gray|pink|red,3,2,gray,5,4,1,0,17.75,2.663,0.3605,0.0397,45.798
67,gray|red|white,3,1,gray|white,5,3,2,0,15.764,1.593,0.3073,0.0772,42.066
67,blue|gray|red,3,2,gray,5,5,0,0,15.916,2.693,0.3345,0.0539,44.87
68,blue,1,1,,5,4,1,0,32.468,7.087,0.5709,0.1515,81.868
68,blue|cyan|gray,3,2,gray,5,5,0,0,13.904,2.096,0.3421,0.0703,61.284
69,blue|gray|white,3,1,gray|white,5,4,1,0,16.966,3.799,0.2529,0.044,42.358
69,magenta|pink|red,3,3,,5,0,0,5,17.8,0.0,0.3736,0.0,41.5
69,orange|red|yellow,3,3,,5,3,0,2,30.372,8.425,0.486,0.0776,64.93
69,gray|orange|yellow,3,2,gray,5,3,1,1,20.558,2.113,0.3201,0.0226,51.632
69,blue|gray|red,3,2,gray,5,3,1,1,17.626,2.247,0.3722,0.0242,50.612
70,blue|gray,2,1,gray,5,4,0,1,17.494,1.94,0.2742,0.0239,39.734
70,gray|red|white,3,1,gray|white,5,4,0,1,16.334,1.523,0.2555,0.0247,42.666
70,brown,1,1,,5,4,0,1,17.152,0.643,0.4838,0.0189,38.828
70,blue|brown|orange,3,3,,5,5,0,0,14.93,2.648,0.3472,0.0584,42.908
71,blue|orange,2,2,,5,4,1,0,27.8,2.121,0.522,0.0516,70.076
71,orange,1,1,,5,1,4,0,30.656,7.594,0.4485,0.0863,65.53
71,black|brown,2,1,black,5,4,0,1,10.76,1.616,0.277,0.0412,35.752
71,brown|red|yellow,3,3,,5,1,3,1,23.284,7.662,0.4304,0.1012,52.102
71,blue|orange|white,3,2,white,5,3,2,0,19.716,7.993,0.3225,0.1039,54.3
71,brown|gray,2,1,gray,5,3,1,1,11.16,1.124,0.2581,0.0277,36.598
72,black|orange|red,3,2,black,5,1,3,1,28.168,7.01,0.443,0.1004,87.898
73,black|blue|orange,3,2,black,5,3,2,0,8.214,1.614,0.3865,0.049,44.214
74,blue|cyan|gray,3,2,gray,5,5,0,0,13.658,1.821,0.2833,0.0304,46.884
74,blue|gray|red,3,2,gray,5,4,1,0,18.162,4.381,0.3846,0.0894,49.276
74,orange|red,2,2,,5,5,0,0,28.344,11.211,0.4604,0.1707,52.584
75,blue|gray,2,1,gray,5,1,2,2,24.518,3.914,0.4962,0.095,77.282
76,black|blue,2,1,black,5,5,0,0,16.752,3.282,0.3086,0.0359,39.746
76,brown|orange|red,3,3,,5,4,0,1,19.752,2.378,0.4656,0.076,36.742
76,gray|pink|red,3,2,gray,5,5,0,0,20.174,3.126,0.3259,0.0505,33.428
76,cyan|gray|white,3,1,gray|white,5,3,1,1,11.968,2.551,0.3178,0.0749,55.48
77,gray|white|yellow,3,1,gray|white,5,5,0,0,13.906,1.175,0.2362,0.0223,41.09
77,blue|gray,2,1,gray,5,3,1,1,14.674,1.247,0.2903,0.053,43.918
77,gray|white,2,0,gray|white,5,1,1,3,12.15,2.338,0.2059,0.0166,40.05
77,brown|gray|red,3,2,gray,5,3,1,1,15.076,5.72,0.3102,0.0989,42.26
77,red,1,1,,5,1,0,4,28.722,13.538,0.5059,0.1341,46.264
77,gray,1,0,gray,5,2,2,1,13.222,1.327,0.2006,0.0061,51.814
77,orange|red|white,3,2,white,5,4,0,1,22.504,9.602,0.3268,0.0857,65.486
77,gray|magenta|white,3,1,gray|white,5,4,1,0,15.644,2.032,0.2409,0.0251,51.676
77,brown|red|white,3,2,white,5,4,1,0,12.33,1.495,0.2816,0.0283,41.366
78,brown|orange|white,3,2,white,5,3,2,0,15.87,3.123,0.3334,0.044,46.344
78,blue|brown|yellow,3,3,,5,4,0,1,20.16,1.76,0.4622,0.0406,49.502
78,gray|red,2,1,gray,5,3,1,1,16.282,5.068,0.3111,0.0688,54.43
78,brown|gray|white,3,1,gray|white,5,4,1,0,11.504,0.738,0.2782,0.0417,39.776
78,blue|gray|purple,3,2,gray,5,4,1,0,27.434,5.946,0.4103,0.0504,63.884
79,gray|orange|yellow,3,2,gray,5,3,0,2,19.25,3.191,0.328,0.0505,41.984
79,brown|orange|yellow,3,3,,5,2,1,2,20.408,1.756,0.3743,0.0371,37.916
79,gray|green|orange,3,2,gray,5,1,3,1,17.094,1.681,0.3044,0.0239,42.374
80,gray|pink|red,3,2,gray,5,5,0,0,19.544,5.824,0.325,0.0715,43.0
80,blue|brown|gray,3,2,gray,5,5,0,0,16.136,3.105,0.3775,0.0521,40.05
80,orange|white|yellow,3,2,white,5,5,0,0,22.584,5.83,0.3623,0.0988,46.388
80,blue|gray|orange,3,2,gray,5,4,0,1,22.478,3.908,0.3313,0.0416,57.674
80,brown|green|yellow,3,3,,5,5,0,0,19.816,3.2,0.4351,0.0548,38.252
80,brown|white|yellow,3,2,white,5,2,1,2,17.182,2.249,0.3688,0.0617,35.82
81,black|brown|orange,3,2,black,5,4,0,1,13.574,2.437,0.264,0.0381,44.568
82,blue|red,2,2,,5,2,3,0,30.268,3.682,0.4255,0.0573,90.258
82,gray|green,2,1,gray,5,5,0,0,15.876,5.977,0.2486,0.0864,55.574
82,brown|yellow,2,2,,5,4,0,1,29.918,7.503,0.5732,0.1482,48.594
82,gray|red|yellow,3,2,gray,5,4,0,1,26.18,10.088,0.3819,0.1365,81.162
82,blue|gray|yellow,3,2,gray,5,5,0,0,16.998,2.492,0.2508,0.0412,62.7
82,green|red,2,2,,5,4,0,1,41.036,7.886,0.516,0.0603,70.016
82,gray|green|white,3,1,gray|white,5,2,2,1,19.712,4.218,0.2732,0.0506,61.122
83,black|blue,2,1,black,5,5,0,0,12.098,3.266,0.3376,0.0308,43.84
83,blue|gray|red,3,2,gray,5,3,2,0,15.172,4.091,0.3084,0.0457,47.566
83,black|gray|orange,3,1,black|gray,5,2,2,1,14.502,4.393,0.2765,0.0583,44.284
83,blue|white,2,1,white,5,5,0,0,14.194,2.292,0.3318,0.0212,44.16
83,blue|brown|cyan,3,3,,5,2,2,1,12.38,1.479,0.4262,0.0402,40.152
83,blue|red,2,2,,5,4,1,0,14.412,3.702,0.5183,0.1452,52.14
83,blue|brown,2,2,,5,1,0,4,18.164,3.112,0.5036,0.0305,42.132
84,cyan|orange|white,3,2,white,5,4,1,0,23.22,2.993,0.3253,0.0634,76.958
84,gray|green|white,3,1,gray|white,5,3,2,0,18.426,1.381,0.2878,0.0412,47.416
84,brown|orange|yellow,3,3,,5,4,1,0,22.732,2.211,0.4105,0.0619,62.176
84,brown|white|yellow,3,2,white,5,4,0,1,24.63,2.955,0.3864,0.05,59.85
84,cyan|green|orange,3,3,,5,2,2,1,27.366,2.553,0.507,0.0846,85.87
85,black|blue|green,3,2,black,5,2,3,0,9.594,0.643,0.2713,0.0382,33.28
85,orange|red,2,2,,5,3,2,0,29.088,9.939,0.5351,0.1369,49.836
85,black|brown|green,3,2,black,5,4,1,0,12.578,3.135,0.3364,0.0115,33.622
86,blue|cyan|green,3,3,,5,3,2,0,19.812,5.275,0.4447,0.0586,42.25
87,blue|gray|white,3,1,gray|white,5,4,1,0,13.516,1.029,0.2624,0.0432,40.536
87,brown|gray|red,3,2,gray,5,3,1,1,14.004,1.209,0.3077,0.0374,41.204
88,brown|yellow,2,2,,5,5,0,0,15.92,2.062,0.5776,0.0582,36.188
88,blue|gray|orange,3,2,gray,5,4,1,0,13.2,2.535,0.2898,0.0341,42.458
89,gray|orange|white,3,1,gray|white,5,4,1,0,13.36,1.167,0.2029,0.0141,41.674
89,blue|pink|red,3,3,,5,3,1,1,13.51,3.312,0.3399,0.0295,39.706
90,blue|purple|red,3,3,,5,5,0,0,12.642,2.341,0.312,0.0374,36.598
90,blue,1,1,,5,2,0,3,20.294,3.099,0.4691,0.177,45.504
90,green|red,2,2,,5,2,2,1,16.608,1.842,0.4462,0.037,34.474
90,blue|brown,2,2,,5,5,0,0,24.758,10.488,0.4578,0.162,65.096
91,brown|gray|yellow,3,2,gray,5,4,1,0,11.686,0.564,0.3436,0.0135,34.522
91,black|gray|red,3,1,black|gray,5,4,0,1,10.232,1.722,0.2615,0.0335,33.736
91,brown|gray,2,1,gray,5,4,1,0,12.262,3.386,0.3075,0.0962,38.564
91,gray|green|orange,3,2,gray,5,5,0,0,19.234,2.163,0.4128,0.0138,56.842
92,brown|orange|red,3,3,,5,5,0,0,19.252,4.451,0.4279,0.0589,45.732
92,brown|gray|red,3,2,gray,5,3,2,0,15.728,4.011,0.3682,0.0801,43.406
93,orange|white|yellow,3,2,white,5,5,0,0,30.388,6.191,0.3798,0.1024,69.466
93,cyan|gray|orange,3,2,gray,5,5,0,0,16.796,3.847,0.2805,0.0469,49.856
94,brown|gray,2,1,gray,5,5,0,0,12.522,2.121,0.2666,0.0395,42.018
94,blue|brown,2,2,,5,4,1,0,25.606,8.821,0.4441,0.0668,61.042
94,black|gray|orange,3,1,black|gray,5,3,2,0,11.106,2.506,0.229,0.02,42.354
95,black|blue|gray,3,1,black|gray,5,5,0,0,11.53,0.537,0.2117,0.0023,36.362
95,black|blue|brown,3,2,black,5,2,1,2,15.168,4.061,0.3555,0.056,45.508
95,black|blue,2,1,black,5,3,1,1,18.524,4.831,0.3522,0.0783,48.162
96,gray|orange|red,3,2,gray,5,3,1,1,16.646,3.302,0.2907,0.0607,48.482
96,brown|orange|red,3,3,,5,4,1,0,21.95,4.827,0.4706,0.1939,47.812
96,blue|brown|gray,3,2,gray,5,5,0,0,16.506,6.401,0.3712,0.0816,52.498
97,blue|gray|red,3,2,gray,5,4,1,0,13.958,2.893,0.2737,0.022,34.686
97,gray|green,2,1,gray,5,1,2,2,21.924,5.091,0.2875,0.0609,46.402
97,pink|red|white,3,2,white,5,3,2,0,16.576,3.685,0.2989,0.0459,36.77
0,orange|pink|red,3,3,,4,4,0,0,32.163,16.919,0.5194,0.128,65.14
0,blue|gray|yellow,3,2,gray,4,3,1,0,18.665,1.931,0.302,0.0388,46.005
0,brown|white|yellow,3,2,white,4,3,1,0,16.07,2.259,0.3229,0.0492,39.48
0,brown|orange,2,2,,4,3,1,0,20.957,2.579,0.434,0.0146,48.96
0,black|blue|brown,3,2,black,4,1,2,1,17.06,0.646,0.4267,0.0443,54.975
0,blue|orange|yellow,3,3,,4,3,1,0,34.352,12.916,0.5134,0.1435,86.965
0,orange|white,2,1,white,4,4,0,0,19.938,2.417,0.2733,0.0349,53.888
1,blue|gray|orange,3,2,gray,4,3,1,0,18.073,5.207,0.3361,0.0931,53.373
1,brown|gray|yellow,3,2,gray,4,3,1,0,14.83,2.024,0.3124,0.049,38.797
1,black|red,2,1,black,4,4,0,0,19.918,6.065,0.2962,0.038,55.73
1,blue|gray|red,3,2,gray,4,3,0,1,13.572,3.645,0.2596,0.0334,43.537
1,gray|white|yellow,3,1,gray|white,4,2,1,1,15.765,1.662,0.2344,0.0126,48.095
1,orange,1,1,,4,0,4,0,24.875,3.703,0.3978,0.0632,46.828
1,gray|orange,2,1,gray,4,3,0,1,23.265,5.798,0.3697,0.0961,62.998
1,black|gray|orange,3,1,black|gray,4,2,1,1,13.585,2.156,0.2408,0.0183,37.86
1,orange|red,2,2,,4,2,1,1,32.145,3.766,0.5451,0.1054,60.265
2,blue|gray|pink,3,2,gray,4,4,0,0,17.08,0.7,0.2781,0.0127,44.775
2,gray|orange|red,3,2,gray,4,3,1,0,18.547,2.418,0.3285,0.0296,53.215
2,blue|brown|white,3,2,white,4,2,2,0,14.925,1.725,0.3145,0.015,42.925
2,blue|green,2,2,,4,1,2,1,18.115,3.505,0.3614,0.0167,46.09
2,orange|pink|red,3,3,,4,4,0,0,21.14,2.906,0.4028,0.0577,46.127
3,blue|gray|purple,3,2,gray,4,2,1,1,31.625,4.415,0.5157,0.0368,57.013
3,blue|yellow,2,2,,4,4,0,0,34.983,7.529,0.5497,0.0205,63.46
4,orange|white|yellow,3,2,white,4,1,3,0,25.0,6.188,0.2995,0.0552,55.733
4,blue|brown|gray,3,2,gray,4,3,1,0,17.312,4.012,0.3228,0.0447,47.847
4,brown|gray|yellow,3,2,gray,4,2,1,1,22.095,3.838,0.3648,0.0357,56.17
4,green|orange|yellow,3,3,,4,2,1,1,25.655,5.03,0.3906,0.046,56.08
4,gray|orange,2,1,gray,4,3,1,0,14.44,3.083,0.2205,0.0269,48.807
4,gray|green|orange,3,2,gray,4,2,0,2,16.285,2.986,0.2995,0.0779,52.148
4,blue|gray,2,1,gray,4,2,1,1,14.665,7.048,0.2755,0.0845,43.517
5,blue|cyan|yellow,3,3,,4,3,1,0,44.05,13.914,0.7391,0.0613,136.062
5,blue|red|yellow,3,3,,4,2,0,2,43.955,5.145,0.6263,0.0227,135.012
5,gray|white,2,0,gray|white,4,4,0,0,15.815,1.566,0.2223,0.0291,58.882
5,blue|gray|green,3,2,gray,4,4,0,0,31.042,8.601,0.4806,0.1123,83.475
5,red|white,2,1,white,4,2,2,0,29.062,9.678,0.3736,0.136,100.002
5,blue|gray|pink,3,2,gray,4,0,3,1,25.678,2.538,0.419,0.0686,79.59
5,white|yellow,2,1,white,4,4,0,0,41.64,9.559,0.5009,0.0982,138.8
6,brown|gray|yellow,3,2,gray,4,3,1,0,15.39,1.932,0.35,0.0423,39.41
6,blue|brown,2,2,,4,0,4,0,17.773,1.745,0.3881,0.0235,43.873
6,blue|red,2,2,,4,3,1,0,23.17,5.579,0.3919,0.0704,61.49
6,brown|cyan|green,3,3,,4,2,1,1,19.125,3.922,0.5411,0.0543,67.77
6,brown|yellow,2,2,,4,4,0,0,18.422,2.434,0.411,0.0376,33.458
6,cyan|white|yellow,3,2,white,4,3,0,1,22.03,6.05,0.364,0.0972,66.495
7,black|blue,2,1,black,4,2,2,0,18.657,4.767,0.436,0.1523,55.83
7,brown|red|yellow,3,3,,4,3,0,1,10.56,4.192,0.449,0.0617,38.81
7,black|purple,2,1,black,4,3,1,0,11.013,3.538,0.2692,0.0099,30.725
7,brown|red,2,2,,4,2,2,0,16.497,6.057,0.5427,0.1187,48.375
7,orange|red,2,2,,4,3,1,0,29.475,6.655,0.4728,0.0573,67.01
7,blue|white,2,1,white,4,2,2,0,17.02,8.497,0.2895,0.1353,51.442
7,black|blue|gray,3,1,black|gray,4,4,0,0,9.192,2.216,0.2456,0.0238,33.645
8,brown|red|white,3,2,white,4,2,2,0,12.41,4.831,0.3591,0.0351,36.765
8,gray|yellow,2,1,gray,4,3,1,0,15.445,1.202,0.2343,0.0266,41.212
9,brown|green|orange,3,3,,4,2,2,0,18.938,6.007,0.4805,0.0248,52.795
9,purple|red|white,3,2,white,4,4,0,0,16.105,1.035,0.3224,0.0024,37.105
9,brown|orange|yellow,3,3,,4,2,1,1,26.045,8.62,0.4803,0.0952,59.538
9,gray|green|yellow,3,2,gray,4,3,0,1,22.955,3.612,0.4042,0.035,53.058
10,blue|gray|purple,3,2,gray,4,4,0,0,20.848,6.465,0.3006,0.0725,47.6
10,black|gray|yellow,3,1,black|gray,4,2,1,1,17.355,2.453,0.2808,0.0235,57.703
10,gray|pink|white,3,1,gray|white,4,2,2,0,20.095,5.798,0.2309,0.0501,58.212
10,blue|cyan|orange,3,3,,4,4,0,0,28.66,0.32,0.4326,0.0113,103.735
10,cyan|green|white,3,2,white,4,2,2,0,24.5,0.73,0.3759,0.0267,74.06
10,cyan|orange|white,3,2,white,4,4,0,0,30.975,0.965,0.4236,0.0073,108.285
10,gray|orange|pink,3,2,gray,4,1,1,2,20.927,4.867,0.3031,0.0801,60.093
11,magenta|orange,2,2,,4,1,2,1,13.97,3.304,0.3321,0.054,39.79
11,brown|orange,2,2,,4,3,1,0,19.545,4.541,0.3562,0.057,45.375
11,orange|pink,2,2,,4,3,0,1,19.915,1.638,0.4474,0.0546,53.38
11,blue|orange|purple,3,3,,4,3,1,0,16.015,1.948,0.3726,0.0634,45.797
12,brown|gray|white,3,1,gray|white,4,4,0,0,13.262,1.708,0.3296,0.037,36.46
12,blue|gray|yellow,3,2,gray,4,2,1,1,16.81,0.935,0.303,0.0295,42.98
12,black|blue|gray,3,1,black|gray,4,4,0,0,14.365,1.46,0.2751,0.028,41.865
12,red,1,1,,4,2,0,2,27.073,5.062,0.5131,0.0466,45.108
12,gray|orange|red,3,2,gray,4,3,1,0,13.838,2.189,0.2669,0.0327,35.203
12,gray|red|white,3,1,gray|white,4,3,1,0,16.407,1.662,0.302,0.0433,34.78
12,magenta|pink|red,3,3,,4,3,1,0,25.698,2.595,0.4537,0.0781,40.4
12,blue|brown|green,3,3,,4,2,1,1,17.948,6.119,0.3634,0.0829,45.62
13,blue|pink|red,3,3,,4,2,2,0,15.133,2.284,0.3791,0.0302,39.965
13,blue|cyan,2,2,,4,4,0,0,13.893,1.967,0.3686,0.046,39.485
14,brown|gray|orange,3,2,gray,4,3,1,0,15.98,0.827,0.277,0.0329,44.485
14,blue|gray,2,1,gray,4,4,0,0,15.857,2.532,0.315,0.108,52.617
14,blue|brown|gray,3,2,gray,4,2,2,0,15.137,3.312,0.355,0.067,50.65
14,brown|red|white,3,2,white,4,3,0,1,20.657,4.094,0.3841,0.0319,60.148
15,black|brown|gray,3,1,black|gray,4,3,1,0,12.94,1.731,0.2393,0.038,38.513
15,brown|red,2,2,,4,2,2,0,26.795,4.138,0.5583,0.0254,59.395
15,green|orange,2,2,,4,4,0,0,22.32,1.642,0.3409,0.0318,48.108
17,blue|green|yellow,3,3,,4,1,2,1,16.793,0.654,0.3587,0.0308,41.855
17,gray|red,2,1,gray,4,2,1,1,14.92,2.78,0.2995,0.0614,37.965
17,black|brown|gray,3,1,black|gray,4,1,1,2,10.277,0.839,0.2387,0.0252,34.165
17,brown|red|white,3,2,white,4,3,0,1,14.977,2.472,0.363,0.0615,35.84
17,pink|red,2,2,,4,3,1,0,26.055,8.918,0.506,0.0864,40.953
17,gray|green|orange,3,2,gray,4,4,0,0,15.398,1.103,0.328,0.0596,41.987
18,brown|cyan|gray,3,2,gray,4,3,1,0,14.592,1.627,0.3037,0.0616,48.207
18,brown|gray,2,1,gray,4,1,1,2,12.115,2.741,0.3213,0.0758,33.36
18,blue|cyan|orange,3,3,,4,4,0,0,15.515,4.301,0.375,0.0716,48.5
18,gray|red,2,1,gray,4,3,0,1,23.51,7.045,0.3724,0.1005,55.445
18,brown|orange|red,3,3,,4,2,2,0,22.63,1.645,0.4689,0.0332,50.925
19,brown|red,2,2,,4,4,0,0,17.91,4.561,0.523,0.0819,38.557
19,blue|gray,2,1,gray,4,1,2,1,23.497,10.676,0.4407,0.165,69.81
19,orange|white,2,1,white,4,2,2,0,21.61,8.186,0.3382,0.1165,62.228
20,blue,1,1,,4,3,1,0,25.14,2.234,0.4318,0.0437,71.21
20,brown|orange|white,3,2,white,4,4,0,0,15.197,0.57,0.3139,0.0395,51.703
20,blue|green|white,3,2,white,4,2,0,2,18.615,4.167,0.361,0.0827,49.547
20,black|blue,2,1,black,4,1,3,0,12.898,4.05,0.3331,0.0279,48.133
20,black|blue|green,3,2,black,4,4,0,0,14.122,1.931,0.2683,0.0069,47.09
20,brown|gray|red,3,2,gray,4,2,2,0,9.8,0.986,0.2606,0.0344,34.61
20,cyan|gray,2,1,gray,4,3,0,1,13.598,1.464,0.2818,0.0418,77.12
21,blue|gray|white,3,1,gray|white,4,4,0,0,21.492,5.534,0.2861,0.0543,63.68
21,brown|cyan|gray,3,2,gray,4,2,1,1,10.535,1.769,0.2522,0.0185,36.248
21,brown|red|yellow,3,3,,4,2,2,0,29.64,3.567,0.45,0.0745,62.205
21,brown|gray|white,3,1,gray|white,4,3,1,0,15.735,3.477,0.2553,0.0512,45.303
22,cyan|gray|white,3,1,gray|white,4,3,1,0,17.658,3.205,0.2847,0.075,64.838
22,brown|green|orange,3,3,,4,3,1,0,22.848,4.238,0.4133,0.011,61.513
22,orange|white|yellow,3,2,white,4,3,1,0,21.76,2.393,0.3321,0.0458,60.88
22,blue|cyan|green,3,3,,4,2,1,1,24.343,1.92,0.5087,0.0885,73.73
22,cyan|yellow,2,2,,4,3,1,0,35.553,8.458,0.4749,0.0358,116.13
